3.00000e+02	1.00000e+05	8.16385e-08	8.16385e-08
4.98990e+02	1.00000e+05	8.16385e-08	8.16385e-08
6.97980e+02	1.00000e+05	8.16385e-08	8.16385e-08
8.96970e+02	1.00000e+05	8.16385e-08	8.16385e-08
1.09596e+03	1.00000e+05	8.16385e-08	8.16385e-08
1.29495e+03	1.00000e+05	8.16385e-08	8.16385e-08
1.49394e+03	1.00000e+05	8.16385e-08	8.16385e-08
1.69293e+03	1.00000e+05	8.16385e-08	8.16385e-08
1.89192e+03	1.00000e+05	8.16385e-08	8.16385e-08
2.09091e+03	1.00000e+05	8.16385e-08	8.16385e-08
2.28990e+03	1.00000e+05	8.16385e-08	8.16385e-08
2.48889e+03	1.00000e+05	8.16385e-08	8.16385e-08
2.68788e+03	1.00000e+05	8.16385e-08	8.16385e-08
2.88687e+03	1.00000e+05	8.16385e-08	8.16385e-08
3.08586e+03	1.00000e+05	8.16385e-08	8.16385e-08
3.28485e+03	1.00000e+05	3.72008e-06	3.72008e-06
3.48384e+03	1.00000e+05	1.97091e-05	1.97091e-05
3.68283e+03	1.00000e+05	8.75482e-05	8.75482e-05
3.88182e+03	1.00000e+05	3.34948e-04	3.34948e-04
4.08081e+03	1.00000e+05	1.12787e-03	1.12787e-03
4.27980e+03	1.00000e+05	3.40224e-03	3.40224e-03
4.47879e+03	1.00000e+05	9.32830e-03	9.32830e-03
4.67778e+03	1.00000e+05	2.35296e-02	2.35296e-02
4.87677e+03	9.99999e+04	5.51558e-02	5.51558e-02
5.07576e+03	9.99998e+04	1.21182e-01	1.21182e-01
5.27475e+03	9.99995e+04	2.51367e-01	2.51367e-01
5.47374e+03	9.99990e+04	4.95325e-01	4.95325e-01
5.67273e+03	9.99981e+04	9.32190e-01	9.32190e-01
5.87172e+03	9.99966e+04	1.68328e+00	1.68328e+00
6.07071e+03	9.99941e+04	2.92812e+00	2.92812e+00
6.26970e+03	9.99902e+04	4.92409e+00	4.92409e+00
6.46869e+03	9.99839e+04	8.02977e+00	8.02977e+00
6.66768e+03	9.99745e+04	1.27320e+01	1.27320e+01
6.86667e+03	9.99606e+04	1.96766e+01	1.96766e+01
7.06566e+03	9.99406e+04	2.97020e+01	2.97020e+01
7.26465e+03	9.99122e+04	4.38758e+01	4.38758e+01
7.46364e+03	9.98729e+04	6.35334e+01	6.35334e+01
7.66263e+03	9.98194e+04	9.03175e+01	9.03175e+01
7.86162e+03	9.97476e+04	1.26218e+02	1.26218e+02
8.06061e+03	9.96528e+04	1.73611e+02	1.73611e+02
8.25960e+03	9.95294e+04	2.35297e+02	2.35297e+02
8.45859e+03	9.93709e+04	3.14530e+02	3.14530e+02
8.65758e+03	9.91699e+04	4.15048e+02	4.15048e+02
8.85657e+03	9.89178e+04	5.41092e+02	5.41092e+02
9.05556e+03	9.86052e+04	6.97418e+02	6.97418e+02
9.25455e+03	9.82214e+04	8.89289e+02	8.89289e+02
9.45354e+03	9.77551e+04	1.12246e+03	1.12246e+03
9.65253e+03	9.71937e+04	1.40317e+03	1.40317e+03
9.85152e+03	9.65240e+04	1.73802e+03	1.73802e+03
1.00505e+04	9.57321e+04	2.13397e+03	2.13397e+03
1.02495e+04	9.48036e+04	2.59821e+03	2.59821e+03
1.04485e+04	9.37240e+04	3.13799e+03	3.13799e+03
1.06475e+04	9.24790e+04	3.76052e+03	3.76052e+03
1.08465e+04	9.10545e+04	4.47273e+03	4.47273e+03
1.10455e+04	8.94379e+04	5.28105e+03	5.28105e+03
1.12444e+04	8.76176e+04	6.19119e+03	6.19119e+03
1.14434e+04	8.55844e+04	7.20780e+03	7.20780e+03
1.16424e+04	8.33315e+04	8.33423e+03	8.33423e+03
1.18414e+04	8.08556e+04	9.57218e+03	9.57218e+03
1.20404e+04	7.81572e+04	1.09214e+04	1.09214e+04
1.22394e+04	7.52411e+04	1.23795e+04	1.23795e+04
1.24384e+04	7.21172e+04	1.39414e+04	1.39414e+04
1.26374e+04	6.88008e+04	1.55996e+04	1.55996e+04
1.28364e+04	6.53125e+04	1.73437e+04	1.73437e+04
1.30354e+04	6.16786e+04	1.91607e+04	1.91607e+04
1.32343e+04	5.79301e+04	2.10349e+04	2.10349e+04
1.34333e+04	5.41030e+04	2.29485e+04	2.29485e+04
1.36323e+04	5.02366e+04	2.48817e+04	2.48817e+04
1.38313e+04	4.63724e+04	2.68138e+04	2.68138e+04
1.40303e+04	4.25528e+04	2.87236e+04	2.87236e+04
1.42293e+04	3.88194e+04	3.05903e+04	3.05903e+04
1.44283e+04	3.52109e+04	3.23946e+04	3.23946e+04
1.46273e+04	3.17619e+04	3.41190e+04	3.41190e+04
1.48263e+04	2.85015e+04	3.57492e+04	3.57492e+04
1.50253e+04	2.54521e+04	3.72739e+04	3.72739e+04
1.52242e+04	2.26290e+04	3.86855e+04	3.86855e+04
1.54232e+04	2.00404e+04	3.99798e+04	3.99798e+04
1.56222e+04	1.76881e+04	4.11559e+04	4.11559e+04
1.58212e+04	1.55678e+04	4.22161e+04	4.22161e+04
1.60202e+04	1.36704e+04	4.31648e+04	4.31648e+04
1.62192e+04	1.19835e+04	4.40083e+04	4.40083e+04
1.64182e+04	1.04918e+04	4.47541e+04	4.47541e+04
1.66172e+04	9.17901e+03	4.54105e+04	4.54105e+04
1.68162e+04	8.02796e+03	4.59860e+04	4.59860e+04
1.70152e+04	7.02180e+03	4.64891e+04	4.64891e+04
1.72141e+04	6.14434e+03	4.69278e+04	4.69278e+04
1.74131e+04	5.38038e+03	4.73098e+04	4.73098e+04
1.76121e+04	4.71598e+03	4.76420e+04	4.76420e+04
