1.42293e+04	5.86341e-01	9.95688e+04	2.15296e+02	2.15296e+02
1.44283e+04	5.48744e-01	9.95435e+04	2.27998e+02	2.27998e+02
1.46273e+04	5.14309e-01	9.95172e+04	2.41134e+02	2.41134e+02
1.48263e+04	4.82710e-01	9.94901e+04	2.54704e+02	2.54704e+02
1.50253e+04	4.53659e-01	9.94621e+04	2.68706e+02	2.68706e+02
1.52242e+04	4.26904e-01	9.94333e+04	2.83141e+02	2.83141e+02
1.54232e+04	4.02220e-01	9.94036e+04	2.98006e+02	2.98006e+02
1.56222e+04	3.79410e-01	9.93730e+04	3.13300e+02	3.13300e+02
1.58212e+04	3.58298e-01	9.93416e+04	3.29021e+02	3.29021e+02
1.60202e+04	3.38728e-01	9.93093e+04	3.45164e+02	3.45164e+02
1.62192e+04	3.20562e-01	9.92762e+04	3.61729e+02	3.61729e+02
1.64182e+04	3.03673e-01	9.92423e+04	3.78710e+02	3.78710e+02
1.66172e+04	2.87952e-01	9.92075e+04	3.96103e+02	3.96103e+02
1.68162e+04	2.73298e-01	9.91719e+04	4.13906e+02	4.13906e+02
1.70152e+04	2.59621e-01	9.91355e+04	4.32112e+02	4.32112e+02
1.72141e+04	2.46842e-01	9.90983e+04	4.50717e+02	4.50717e+02
1.74131e+04	2.34885e-01	9.90603e+04	4.69716e+02	4.69716e+02
1.76121e+04	2.23687e-01	9.90216e+04	4.89104e+02	4.89104e+02
1.78111e+04	2.13188e-01	9.89820e+04	5.08875e+02	5.08875e+02
1.80101e+04	2.03332e-01	9.89418e+04	5.29022e+02	5.29022e+02
1.82091e+04	1.94072e-01	9.89007e+04	5.49540e+02	5.49540e+02
1.84081e+04	1.85363e-01	9.88590e+04	5.70423e+02	5.70423e+02
1.86071e+04	1.77163e-01	9.88165e+04	5.91663e+02	5.91663e+02
1.88061e+04	1.69437e-01	9.87733e+04	6.13255e+02	6.13255e+02
1.90051e+04	1.62150e-01	9.87295e+04	6.35191e+02	6.35191e+02
1.92040e+04	1.55271e-01	9.86849e+04	6.57465e+02	6.57465e+02
1.94030e+04	1.48771e-01	9.86397e+04	6.80068e+02	6.80068e+02
1.96020e+04	1.42626e-01	9.85939e+04	7.02994e+02	7.02994e+02
1.98010e+04	1.36810e-01	9.85474e+04	7.26234e+02	7.26234e+02
2.00000e+04	1.31303e-01	9.85003e+04	7.49781e+02	7.49781e+02
