3.00000e+02	1.00000e+00	7.84584e-12
4.98990e+02	1.00000e+00	7.84584e-12
6.97980e+02	1.00000e+00	7.84584e-12
8.96970e+02	1.00000e+00	7.84584e-12
1.09596e+03	1.00000e+00	2.25442e-09
1.29495e+03	1.00000e+00	1.61469e-07
1.49394e+03	9.99996e-01	3.73299e-06
1.69293e+03	9.99959e-01	4.14470e-05
1.89192e+03	9.99722e-01	2.78274e-04
2.09091e+03	9.98697e-01	1.30302e-03
2.28990e+03	9.95332e-01	4.66813e-03
2.48889e+03	9.86387e-01	1.36131e-02
2.68788e+03	9.66303e-01	3.36966e-02
2.88687e+03	9.27197e-01	7.28033e-02
3.08586e+03	8.60251e-01	1.39749e-01
3.28485e+03	7.59233e-01	2.40767e-01
3.48384e+03	6.25836e-01	3.74164e-01
3.68283e+03	4.73970e-01	5.26030e-01
3.88182e+03	3.27442e-01	6.72558e-01
4.08081e+03	2.08426e-01	7.91574e-01
4.27980e+03	1.25600e-01	8.74400e-01
4.47879e+03	7.40440e-02	9.25956e-01
4.67778e+03	4.38337e-02	9.56166e-01
4.87677e+03	2.64651e-02	9.73535e-01
5.07576e+03	1.64128e-02	9.83587e-01
5.27475e+03	1.04779e-02	9.89522e-01
5.47374e+03	6.88340e-03	9.93117e-01
5.67273e+03	4.64642e-03	9.95354e-01
5.87172e+03	3.21656e-03	9.96783e-01
6.07071e+03	2.27904e-03	9.97721e-01
6.26970e+03	1.64954e-03	9.98350e-01
6.46869e+03	1.21741e-03	9.98783e-01
6.66768e+03	9.14669e-04	9.99085e-01
6.86667e+03	6.98538e-04	9.99301e-01
7.06566e+03	5.41542e-04	9.99458e-01
7.26465e+03	4.25659e-04	9.99574e-01
7.46364e+03	3.38848e-04	9.99661e-01
7.66263e+03	2.72918e-04	9.99727e-01
7.86162e+03	2.22206e-04	9.99778e-01
8.06061e+03	1.82737e-04	9.99817e-01
8.25960e+03	1.51679e-04	9.99848e-01
8.45859e+03	1.26988e-04	9.99873e-01
8.65758e+03	1.07172e-04	9.99893e-01
8.85657e+03	9.11243e-05	9.99909e-01
9.05556e+03	7.80203e-05	9.99922e-01
9.25455e+03	6.72357e-05	9.99933e-01
9.45354e+03	5.82945e-05	9.99942e-01
9.65253e+03	5.08302e-05	9.99949e-01
9.85152e+03	4.45583e-05	9.99955e-01
1.00505e+04	3.92558e-05	9.99961e-01
1.02495e+04	3.47470e-05	9.99965e-01
1.04485e+04	3.08920e-05	9.99969e-01
1.06475e+04	2.75789e-05	9.99972e-01
1.08465e+04	2.47177e-05	9.99975e-01
1.10455e+04	2.22352e-05	9.99978e-01
1.12444e+04	2.00719e-05	9.99980e-01
1.14434e+04	1.81787e-05	9.99982e-01
1.16424e+04	1.65154e-05	9.99983e-01
1.18414e+04	1.50486e-05	9.99985e-01
1.20404e+04	1.37503e-05	9.99986e-01
1.22394e+04	1.25974e-05	9.99987e-01
1.24384e+04	1.15701e-05	9.99988e-01
1.26374e+04	1.06520e-05	9.99989e-01
1.28364e+04	9.82893e-06	9.99990e-01
1.30354e+04	9.08905e-06	9.99991e-01
1.32343e+04	8.42211e-06	9.99992e-01
1.34333e+04	7.81937e-06	9.99992e-01
1.36323e+04	7.27330e-06	9.99993e-01
1.38313e+04	6.77738e-06	9.99993e-01
1.40303e+04	6.32599e-06	9.99994e-01
1.42293e+04	5.91423e-06	9.99994e-01
1.44283e+04	5.53783e-06	9.99994e-01
1.46273e+04	5.19306e-06	9.99995e-01
1.48263e+04	4.87666e-06	9.99995e-01
1.50253e+04	4.58575e-06	9.99995e-01
1.52242e+04	4.31780e-06	9.99996e-01
1.54232e+04	4.07058e-06	9.99996e-01
1.56222e+04	3.84210e-06	9.99996e-01
1.58212e+04	3.63061e-06	9.99996e-01
1.60202e+04	3.43454e-06	9.99997e-01
1.62192e+04	3.25251e-06	9.99997e-01
1.64182e+04	3.08326e-06	9.99997e-01
1.66172e+04	2.92569e-06	9.99997e-01
1.68162e+04	2.77880e-06	9.99997e-01
1.70152e+04	2.64168e-06	9.99997e-01
1.72141e+04	2.51353e-06	9.99997e-01
1.74131e+04	2.39362e-06	9.99998e-01
1.76121e+04	2.28129e-06	9.99998e-01
1.78111e+04	2.17594e-06	9.99998e-01
1.80101e+04	2.07704e-06	9.99998e-01
1.82091e+04	1.98410e-06	9.99998e-01
1.84081e+04	1.89666e-06	9.99998e-01
1.86071e+04	1.81432e-06	9.99998e-01
1.88061e+04	1.73671e-06	9.99998e-01
1.90051e+04	1.66350e-06	9.99998e-01
1.92040e+04	1.59436e-06	9.99998e-01
1.94030e+04	1.52903e-06	9.99998e-01
1.96020e+04	1.46723e-06	9.99999e-01
1.98010e+04	1.40873e-06	9.99999e-01
2.00000e+04	1.35331e-06	9.99999e-01
