3.00000e+02	7.90000e+04	2.75670e-07	2.10000e+04	7.63262e-08	3.35606e-07	9.33719e-08	9.33719e-08
4.98990e+02	7.90000e+04	1.22497e-12	2.10000e+04	4.70393e-19	5.06069e-05	3.55791e-47	3.55791e-47
6.97980e+02	7.90000e+04	4.84676e-27	2.10000e+04	1.44977e-11	2.69331e-02	2.64733e-32	2.64733e-32
8.96970e+02	7.89996e+04	3.65035e-20	2.09996e+04	2.20248e-07	8.85829e-01	5.35730e-24	5.35730e-24
1.09596e+03	7.89959e+04	4.30015e-13	2.09959e+04	1.03300e-04	8.20127e+00	2.55932e-16	2.55932e-16
1.29495e+03	7.89808e+04	1.24764e-11	2.09808e+04	7.39606e-03	3.83246e+01	5.40191e-15	5.40191e-15
1.49394e+03	7.89406e+04	4.61882e-09	2.09405e+04	1.70825e-01	1.18709e+02	2.83222e-12	2.83222e-12
1.69293e+03	7.88585e+04	4.28365e-07	2.08581e+04	1.89295e+00	2.81487e+02	3.46899e-10	3.46899e-10
1.89192e+03	7.87174e+04	1.53842e-05	2.07147e+04	1.26670e+01	5.55291e+02	1.56665e-08	1.56665e-08
2.09091e+03	7.84972e+04	2.80245e-04	2.04848e+04	5.90131e+01	9.59071e+02	3.46130e-07	3.46130e-07
2.28990e+03	7.81680e+04	3.08825e-03	2.01239e+04	2.09901e+02	1.49814e+03	4.49817e-06	4.49817e-06
2.48889e+03	7.76804e+04	2.32058e-02	1.95531e+04	6.06097e+02	2.16037e+03	3.89515e-05	3.89515e-05
2.68788e+03	7.69599e+04	1.29333e-01	1.86491e+04	1.48033e+03	2.91050e+03	2.45095e-04	2.45095e-04
2.88687e+03	7.59174e+04	5.68072e-01	1.72582e+04	3.14097e+03	3.68282e+03	1.19134e-03	1.19134e-03
3.08586e+03	7.44850e+04	2.05694e+00	1.52509e+04	5.88418e+03	4.37786e+03	4.67256e-03	4.67256e-03
3.28485e+03	7.26795e+04	6.35546e+00	1.26230e+04	9.81724e+03	4.87387e+03	1.52600e-02	1.52600e-02
3.48384e+03	7.06640e+04	1.72256e+01	9.60016e+03	1.46545e+04	5.06407e+03	4.24956e-02	4.24956e-02
3.68283e+03	6.87329e+04	4.19042e+01	6.63346e+03	1.96791e+04	4.91247e+03	1.02966e-01	1.02966e-01
3.88182e+03	6.71692e+04	9.32308e+01	4.19041e+03	2.40598e+04	4.48695e+03	2.21492e-01	2.21492e-01
4.08081e+03	6.60709e+04	1.92443e+02	2.48424e+03	2.73282e+04	3.92334e+03	4.32033e-01	4.32033e-01
4.27980e+03	6.53343e+04	3.72356e+02	1.43097e+03	2.95142e+04	3.34656e+03	7.79482e-01	7.79482e-01
4.47879e+03	6.47734e+04	6.80540e+02	8.24203e+02	3.08932e+04	2.82606e+03	1.32181e+00	1.32181e+00
4.67778e+03	6.42122e+04	1.18209e+03	4.82868e+02	3.17354e+04	2.38322e+03	2.13107e+00	2.13107e+00
4.87677e+03	6.35052e+04	1.96140e+03	2.89922e+02	3.22222e+04	2.01470e+03	3.29250e+00	3.29250e+00
5.07576e+03	6.25251e+04	3.12202e+03	1.78705e+02	3.24556e+04	1.70874e+03	4.90158e+00	4.90158e+00
5.27475e+03	6.11519e+04	4.78334e+03	1.12926e+02	3.24851e+04	1.45267e+03	7.05830e+00	7.05830e+00
5.47374e+03	5.92690e+04	7.07282e+03	7.29479e+01	3.23300e+04	1.23557e+03	9.85849e+00	9.85849e+00
5.67273e+03	5.67701e+04	1.01124e+04	4.80060e+01	3.19938e+04	1.04885e+03	1.33817e+01	1.33817e+01
5.87172e+03	5.35728e+04	1.39985e+04	3.20719e+01	3.14751e+04	8.86160e+02	1.76768e+01	1.76768e+01
6.07071e+03	4.96383e+04	1.87760e+04	2.16842e+01	3.07754e+04	7.43122e+02	2.27467e+01	2.27467e+01
6.26970e+03	4.49950e+04	2.44097e+04	1.48023e+01	2.99065e+04	6.16943e+02	2.85370e+01	2.85370e+01
6.46869e+03	3.97572e+04	3.07606e+04	1.01900e+01	2.88961e+04	5.06049e+02	3.49324e+01	3.49324e+01
6.66768e+03	3.41330e+04	3.75769e+04	7.07671e+00	2.77899e+04	4.09659e+02	4.17681e+01	4.17681e+01
6.86667e+03	2.84083e+04	4.45122e+04	4.96789e+00	2.66494e+04	3.27344e+02	4.88554e+01	4.88554e+01
7.06566e+03	2.29048e+04	5.11777e+04	3.53719e+00	2.55434e+04	2.58601e+02	5.60184e+01	5.60184e+01
7.26465e+03	1.79158e+04	5.72183e+04	2.56442e+00	2.45346e+04	2.02563e+02	6.31283e+01	6.31283e+01
7.46364e+03	1.36455e+04	6.23871e+04	1.89931e+00	2.36673e+04	1.57911e+02	7.01200e+01	7.01200e+01
7.66263e+03	1.01769e+04	6.65842e+04	1.43956e+00	2.29604e+04	1.22986e+02	7.69864e+01	7.69864e+01
7.86162e+03	7.48080e+03	6.98452e+04	1.11637e+00	2.24094e+04	9.60153e+01	8.37574e+01	8.37574e+01
8.06061e+03	5.45471e+03	7.22942e+04	8.84280e-01	2.19939e+04	7.53283e+01	9.04766e+01	9.04766e+01
8.25960e+03	3.96728e+03	7.40905e+04	7.13645e-01	2.16877e+04	5.94873e+01	9.71859e+01	9.71859e+01
8.45859e+03	2.89056e+03	7.53890e+04	5.85223e-01	2.14647e+04	4.73312e+01	1.03919e+02	1.03919e+02
8.65758e+03	2.11631e+03	7.63210e+04	4.86462e-01	2.13029e+04	3.79592e+01	1.10699e+02	1.10699e+02
8.85657e+03	1.56017e+03	7.69885e+04	4.09049e-01	2.11851e+04	3.06884e+01	1.17543e+02	1.17543e+02
9.05556e+03	1.15959e+03	7.74675e+04	3.47365e-01	2.10987e+04	2.50078e+01	1.24461e+02	1.24461e+02
9.25455e+03	8.69506e+02	7.78124e+04	2.97521e-01	2.10344e+04	2.05364e+01	1.31458e+02	1.31458e+02
9.45354e+03	6.57973e+02	7.80619e+04	2.56760e-01	2.09858e+04	1.69901e+01	1.38539e+02	1.38539e+02
9.65253e+03	5.02494e+02	7.82435e+04	2.23080e-01	2.09482e+04	1.41563e+01	1.45705e+02	1.45705e+02
9.85152e+03	3.87249e+02	7.83761e+04	1.95000e-01	2.09186e+04	1.18753e+01	1.52957e+02	1.52957e+02
1.00505e+04	3.01086e+02	7.84734e+04	1.71400e-01	2.08947e+04	1.00263e+01	1.60296e+02	1.60296e+02
1.02495e+04	2.36108e+02	7.85449e+04	1.51424e-01	2.08749e+04	8.51719e+00	1.67722e+02	1.67722e+02
1.04485e+04	1.86689e+02	7.85974e+04	1.34406e-01	2.08580e+04	7.27750e+00	1.75235e+02	1.75235e+02
1.06475e+04	1.48790e+02	7.86359e+04	1.19821e-01	2.08433e+04	6.25274e+00	1.82836e+02	1.82836e+02
1.08465e+04	1.19492e+02	7.86638e+04	1.07254e-01	2.08301e+04	5.40060e+00	1.90526e+02	1.90526e+02
1.10455e+04	9.66648e+01	7.86838e+04	9.63705e-02	2.08181e+04	4.68795e+00	1.98306e+02	1.98306e+02
1.12444e+04	7.87469e+01	7.86977e+04	8.69006e-02	2.08070e+04	4.08872e+00	2.06177e+02	2.06177e+02
1.14434e+04	6.45807e+01	7.87070e+04	7.86243e-02	2.07965e+04	3.58224e+00	2.14141e+02	2.14141e+02
1.16424e+04	5.33032e+01	7.87127e+04	7.13611e-02	2.07864e+04	3.15202e+00	2.22200e+02	2.22200e+02
1.18414e+04	4.42656e+01	7.87155e+04	6.49619e-02	2.07766e+04	2.78484e+00	2.30357e+02	2.30357e+02
1.20404e+04	3.69768e+01	7.87162e+04	5.93030e-02	2.07671e+04	2.47006e+00	2.38613e+02	2.38613e+02
1.22394e+04	3.10625e+01	7.87150e+04	5.42813e-02	2.07577e+04	2.19901e+00	2.46972e+02	2.46972e+02
1.24384e+04	2.62353e+01	7.87124e+04	4.98102e-02	2.07484e+04	1.96466e+00	2.55436e+02	2.55436e+02
1.26374e+04	2.22732e+01	7.87087e+04	4.58166e-02	2.07392e+04	1.76123e+00	2.64010e+02	2.64010e+02
1.28364e+04	1.90036e+01	7.87040e+04	4.22389e-02	2.07300e+04	1.58397e+00	2.72695e+02	2.72695e+02
1.30354e+04	1.62913e+01	7.86985e+04	3.90244e-02	2.07207e+04	1.42895e+00	2.81495e+02	2.81495e+02
1.32343e+04	1.40301e+01	7.86924e+04	3.61284e-02	2.07114e+04	1.29290e+00	2.90413e+02	2.90413e+02
1.34333e+04	1.21360e+01	7.86856e+04	3.35126e-02	2.07021e+04	1.17310e+00	2.99453e+02	2.99453e+02
1.36323e+04	1.05421e+01	7.86784e+04	3.11438e-02	2.06927e+04	1.06727e+00	3.08618e+02	3.08618e+02
1.38313e+04	9.19468e+00	7.86708e+04	2.89937e-02	2.06832e+04	9.73483e-01	3.17912e+02	3.17912e+02
1.40303e+04	8.05086e+00	7.86628e+04	2.70375e-02	2.06736e+04	8.90129e-01	3.27337e+02	3.27337e+02
1.42293e+04	7.07584e+00	7.86544e+04	2.52539e-02	2.06639e+04	8.15832e-01	3.36896e+02	3.36896e+02
1.44283e+04	6.24139e+00	7.86457e+04	2.36241e-02	2.06541e+04	7.49425e-01	3.46592e+02	3.46592e+02
1.46273e+04	5.52451e+00	7.86368e+04	2.21321e-02	2.06441e+04	6.89913e-01	3.56429e+02	3.56429e+02
1.48263e+04	4.90635e+00	7.86275e+04	2.07633e-02	2.06341e+04	6.36444e-01	3.66407e+02	3.66407e+02
1.50253e+04	4.37140e+00	7.86181e+04	1.95054e-02	2.06239e+04	5.88284e-01	3.76531e+02	3.76531e+02
1.52242e+04	3.90687e+00	7.86084e+04	1.83473e-02	2.06136e+04	5.44805e-01	3.86801e+02	3.86801e+02
1.54232e+04	3.50214e+00	7.85985e+04	1.72792e-02	2.06031e+04	5.05461e-01	3.97220e+02	3.97220e+02
1.56222e+04	3.14837e+00	7.85883e+04	1.62925e-02	2.05925e+04	4.69780e-01	4.07788e+02	4.07788e+02
1.58212e+04	2.83818e+00	7.85780e+04	1.53796e-02	2.05817e+04	4.37353e-01	4.18508e+02	4.18508e+02
1.60202e+04	2.56538e+00	7.85674e+04	1.45336e-02	2.05708e+04	4.07821e-01	4.29380e+02	4.29380e+02
1.62192e+04	2.32476e+00	7.85567e+04	1.37486e-02	2.05598e+04	3.80873e-01	4.40404e+02	4.40404e+02
1.64182e+04	2.11193e+00	7.85458e+04	1.30189e-02	2.05486e+04	3.56237e-01	4.51581e+02	4.51581e+02
1.66172e+04	1.92316e+00	7.85347e+04	1.23400e-02	2.05372e+04	3.33670e-01	4.62911e+02	4.62911e+02
1.68162e+04	1.75529e+00	7.85234e+04	1.17073e-02	2.05257e+04	3.12964e-01	4.74394e+02	4.74394e+02
1.70152e+04	1.60562e+00	7.85120e+04	1.11169e-02	2.05141e+04	2.93932e-01	4.86028e+02	4.86028e+02
1.72141e+04	1.47184e+00	7.85004e+04	1.05655e-02	2.05023e+04	2.76408e-01	4.97813e+02	4.97813e+02
1.74131e+04	1.35199e+00	7.84886e+04	1.00497e-02	2.04903e+04	2.60248e-01	5.09747e+02	5.09747e+02
1.76121e+04	1.24435e+00	7.84766e+04	9.56679e-03	2.04782e+04	2.45322e-01	5.21829e+02	5.21829e+02
1.78111e+04	1.14747e+00	7.84645e+04	9.11412e-03	2.04660e+04	2.31515e-01	5.34056e+02	5.34056e+02
1.80101e+04	1.06007e+00	7.84523e+04	8.68934e-03	2.04536e+04	2.18724e-01	5.46427e+02	5.46427e+02
1.82091e+04	9.81067e-01	7.84398e+04	8.29034e-03	2.04411e+04	2.06858e-01	5.58939e+02	5.58939e+02
1.84081e+04	9.09502e-01	7.84273e+04	7.91518e-03	2.04284e+04	1.95835e-01	5.71589e+02	5.71589e+02
1.86071e+04	8.44545e-01	7.84146e+04	7.56208e-03	2.04156e+04	1.85581e-01	5.84374e+02	5.84374e+02
1.88061e+04	7.85472e-01	7.84017e+04	7.22945e-03	2.04027e+04	1.76031e-01	5.97291e+02	5.97291e+02
1.90051e+04	7.31648e-01	7.83887e+04	6.91582e-03	2.03897e+04	1.67124e-01	6.10337e+02	6.10337e+02
1.92040e+04	6.82519e-01	7.83756e+04	6.61983e-03	2.03765e+04	1.58809e-01	6.23509e+02	6.23509e+02
1.94030e+04	6.37595e-01	7.83624e+04	6.34027e-03	2.03632e+04	1.51036e-01	6.36803e+02	6.36803e+02
1.96020e+04	5.96446e-01	7.83490e+04	6.07601e-03	2.03498e+04	1.43761e-01	6.50215e+02	6.50215e+02
1.98010e+04	5.58693e-01	7.83356e+04	5.82600e-03	2.03363e+04	1.36946e-01	6.63742e+02	6.63742e+02
2.00000e+04	5.24000e-01	7.83220e+04	5.58930e-03	2.03226e+04	1.30555e-01	6.77381e+02	6.77381e+02
