3.00000e+02	7.80000e+04	4.03897e-28	1.81218e-28	1.03155e-28	2.10000e+04	7.46614e-29	2.87420e-29	9.01481e-198	2.30066e-11	4.93206e-29	1.00000e+03	7.07665e-202	1.04890e-55
4.98990e+02	7.80000e+04	8.07794e-28	3.21543e-29	9.54425e-29	2.10000e+04	4.70393e-19	1.51121e-28	5.27083e-30	5.02855e-05	2.18600e-28	1.00000e+03	9.34516e-121	1.08020e-30
6.97980e+02	7.80000e+04	8.07794e-27	6.02674e-27	6.89270e-27	2.10000e+04	1.44977e-11	8.64537e-28	4.95922e-74	2.67621e-02	2.02381e-30	1.00000e+03	9.41491e-75	6.03932e-31
8.96970e+02	7.79996e+04	3.62717e-20	1.14587e-27	1.75500e-27	2.09996e+04	2.20248e-07	9.36663e-28	1.00928e-54	8.80205e-01	5.34279e-24	9.99994e+02	3.58137e-56	5.34083e-24
1.09596e+03	7.79960e+04	3.95872e-15	7.81113e-27	6.34128e-27	2.09959e+04	1.03300e-04	6.57196e-28	2.92578e-43	8.14920e+00	1.09209e-18	9.99948e+02	3.53890e-45	1.09209e-18
1.29495e+03	7.79811e+04	1.23979e-11	2.40870e-15	1.01491e-14	2.09810e+04	7.39609e-03	3.48252e-15	6.94958e-20	3.80815e+01	2.24048e-15	9.99758e+02	1.22031e-30	1.82809e-14
1.49394e+03	7.79415e+04	4.58950e-09	2.11677e-27	1.37212e-27	2.09411e+04	1.70827e-01	7.65101e-19	4.57402e-27	1.17957e+02	2.82323e-12	9.99251e+02	6.27795e-32	2.82323e-12
1.69293e+03	7.78608e+04	4.25647e-07	1.58328e-25	8.07794e-27	2.08594e+04	1.89301e+00	5.21525e-16	5.87640e-25	2.79709e+02	3.45802e-10	9.98215e+02	1.26638e-27	3.45802e-10
1.89192e+03	7.77219e+04	1.52866e-05	3.45160e-22	2.82728e-27	2.07172e+04	1.26677e+01	9.12339e-14	2.09760e-21	5.51802e+02	1.56172e-08	9.96435e+02	3.23421e-24	1.56173e-08
2.09091e+03	7.75052e+04	2.78469e-04	1.79188e-19	2.13258e-25	2.04890e+04	5.90193e+01	6.02091e-12	1.60108e-18	9.53092e+02	3.45046e-07	9.93656e+02	1.88331e-21	3.45052e-07
2.28990e+03	7.71811e+04	3.06869e-03	3.18007e-17	2.50769e-22	2.01305e+04	2.09936e+02	1.92567e-10	3.89809e-16	1.48889e+03	4.48418e-06	9.89502e+02	3.67255e-19	4.48437e-06
2.48889e+03	7.67007e+04	2.30590e-02	2.49662e-15	9.71601e-20	1.95625e+04	6.06242e+02	3.53284e-09	3.97205e-14	2.14722e+03	3.88310e-05	9.83342e+02	3.11704e-17	3.88345e-05
2.68788e+03	7.59903e+04	1.28515e-01	1.04042e-13	1.58011e-17	1.86615e+04	1.48082e+03	4.17325e-08	2.04926e-12	2.89306e+03	2.44339e-04	9.74235e+02	1.38596e-15	2.44381e-04
2.88687e+03	7.49617e+04	5.64485e-01	2.62931e-12	1.29425e-15	1.72732e+04	3.14233e+03	3.43624e-07	6.13683e-11	3.66115e+03	1.18766e-03	9.61051e+02	3.69700e-14	1.18800e-03
3.08586e+03	7.35476e+04	2.04396e+00	4.45597e-11	6.12396e-14	1.52675e+04	5.88737e+03	2.08052e-06	1.17856e-09	4.35258e+03	4.65802e-03	9.42931e+02	6.55392e-13	4.66010e-03
3.28485e+03	7.17642e+04	6.31532e+00	5.47829e-10	1.86105e-12	1.26394e+04	9.82364e+03	9.59227e-06	1.56241e-08	4.84624e+03	1.52119e-02	9.20095e+02	8.36483e-12	1.52215e-02
3.48384e+03	6.97725e+04	1.71166e+01	5.20469e-09	3.94823e-11	9.61449e+03	1.46654e+04	3.44728e-05	1.51112e-07	5.03577e+03	4.23594e-02	8.94629e+02	8.19712e-11	4.23940e-02
3.68283e+03	6.78636e+04	4.16384e+01	4.01910e-08	6.24093e-10	6.64412e+03	1.96949e+04	9.85676e-05	1.11388e-06	4.88523e+03	1.02630e-01	8.70313e+02	6.49343e-10	1.02730e-01
3.88182e+03	6.63177e+04	9.26379e+01	2.61812e-07	7.71359e-09	4.19719e+03	2.40792e+04	2.30473e-04	6.50212e-06	4.46203e+03	2.20758e-01	8.50820e+02	4.31926e-09	2.20995e-01
4.08081e+03	6.52320e+04	1.91217e+02	1.47280e-06	7.70597e-08	2.48802e+03	2.73491e+04	4.57944e-04	3.11759e-05	3.90133e+03	4.30574e-01	8.37533e+02	2.47161e-08	4.31065e-01
4.27980e+03	6.45041e+04	3.69983e+02	7.25271e-06	6.36687e-07	1.43294e+03	2.95345e+04	8.06444e-04	1.27003e-04	3.32752e+03	7.76790e-01	8.29348e+02	1.23435e-07	7.77732e-01
4.47879e+03	6.39500e+04	6.76200e+02	3.15756e-05	4.43146e-06	8.25208e+02	3.09120e+04	1.30364e-03	4.52183e-04	2.80975e+03	1.31710e+00	8.24206e+02	5.43793e-07	1.31889e+00
4.67778e+03	6.33956e+04	1.17455e+03	1.22700e-04	2.64245e-05	4.83392e+02	3.17526e+04	1.98185e-03	1.43820e-03	2.36930e+03	2.12305e+00	8.20294e+02	2.13554e-06	2.12662e+00
4.87677e+03	6.26970e+04	1.94888e+03	4.29684e-04	1.37135e-04	2.90210e+02	3.22382e+04	2.87676e-03	4.15475e-03	2.00283e+03	3.27899e+00	8.16301e+02	7.55592e-06	3.28660e+00
5.07576e+03	6.17284e+04	3.10206e+03	1.36839e-03	6.28355e-04	1.78874e+02	3.24709e+04	4.02431e-03	1.10425e-02	1.69862e+03	4.87851e+00	8.11275e+02	2.43356e-05	4.89559e+00
