3.00000e+02	1.00000e+00	8.16385e-13	8.16385e-13
4.98990e+02	1.00000e+00	8.16385e-13	8.16385e-13
6.97980e+02	1.00000e+00	8.16385e-13	8.16385e-13
8.96970e+02	1.00000e+00	8.16385e-13	8.16385e-13
1.09596e+03	1.00000e+00	8.16385e-13	8.16385e-13
1.29495e+03	1.00000e+00	8.16385e-13	8.16385e-13
1.49394e+03	1.00000e+00	8.16385e-13	8.16385e-13
1.69293e+03	1.00000e+00	8.16385e-13	8.16385e-13
1.89192e+03	1.00000e+00	8.16385e-13	8.16385e-13
2.09091e+03	1.00000e+00	8.16385e-13	8.16385e-13
2.28990e+03	1.00000e+00	8.16385e-13	8.16385e-13
2.48889e+03	1.00000e+00	8.16385e-13	8.16385e-13
2.68788e+03	1.00000e+00	8.16385e-13	8.16385e-13
2.88687e+03	1.00000e+00	8.16385e-13	8.16385e-13
3.08586e+03	1.00000e+00	8.16385e-13	8.16385e-13
3.28485e+03	1.00000e+00	3.72008e-11	3.72008e-11
3.48384e+03	1.00000e+00	1.97091e-10	1.97091e-10
3.68283e+03	1.00000e+00	8.75482e-10	8.75482e-10
3.88182e+03	1.00000e+00	3.34948e-09	3.34948e-09
4.08081e+03	1.00000e+00	1.12787e-08	1.12787e-08
4.27980e+03	1.00000e+00	3.40224e-08	3.40224e-08
4.47879e+03	1.00000e+00	9.32830e-08	9.32830e-08
4.67778e+03	1.00000e+00	2.35296e-07	2.35296e-07
4.87677e+03	9.99999e-01	5.51558e-07	5.51558e-07
5.07576e+03	9.99998e-01	1.21182e-06	1.21182e-06
5.27475e+03	9.99995e-01	2.51367e-06	2.51367e-06
5.47374e+03	9.99990e-01	4.95325e-06	4.95325e-06
5.67273e+03	9.99981e-01	9.32190e-06	9.32190e-06
5.87172e+03	9.99966e-01	1.68328e-05	1.68328e-05
6.07071e+03	9.99941e-01	2.92812e-05	2.92812e-05
6.26970e+03	9.99902e-01	4.92409e-05	4.92409e-05
6.46869e+03	9.99839e-01	8.02977e-05	8.02977e-05
6.66768e+03	9.99745e-01	1.27320e-04	1.27320e-04
6.86667e+03	9.99606e-01	1.96766e-04	1.96766e-04
7.06566e+03	9.99406e-01	2.97020e-04	2.97020e-04
7.26465e+03	9.99122e-01	4.38758e-04	4.38758e-04
7.46364e+03	9.98729e-01	6.35334e-04	6.35334e-04
7.66263e+03	9.98194e-01	9.03175e-04	9.03175e-04
7.86162e+03	9.97476e-01	1.26218e-03	1.26218e-03
8.06061e+03	9.96528e-01	1.73611e-03	1.73611e-03
8.25960e+03	9.95294e-01	2.35297e-03	2.35297e-03
8.45859e+03	9.93709e-01	3.14530e-03	3.14530e-03
8.65758e+03	9.91699e-01	4.15048e-03	4.15048e-03
8.85657e+03	9.89178e-01	5.41092e-03	5.41092e-03
9.05556e+03	9.86052e-01	6.97418e-03	6.97418e-03
9.25455e+03	9.82214e-01	8.89289e-03	8.89289e-03
9.45354e+03	9.77551e-01	1.12246e-02	1.12246e-02
9.65253e+03	9.71937e-01	1.40317e-02	1.40317e-02
9.85152e+03	9.65240e-01	1.73802e-02	1.73802e-02
1.00505e+04	9.57321e-01	2.13397e-02	2.13397e-02
1.02495e+04	9.48036e-01	2.59821e-02	2.59821e-02
1.04485e+04	9.37240e-01	3.13799e-02	3.13799e-02
1.06475e+04	9.24790e-01	3.76052e-02	3.76052e-02
1.08465e+04	9.10545e-01	4.47273e-02	4.47273e-02
1.10455e+04	8.94379e-01	5.28105e-02	5.28105e-02
1.12444e+04	8.76176e-01	6.19119e-02	6.19119e-02
1.14434e+04	8.55844e-01	7.20780e-02	7.20780e-02
1.16424e+04	8.33315e-01	8.33423e-02	8.33423e-02
1.18414e+04	8.08556e-01	9.57218e-02	9.57218e-02
1.20404e+04	7.81572e-01	1.09214e-01	1.09214e-01
1.22394e+04	7.52411e-01	1.23795e-01	1.23795e-01
1.24384e+04	7.21172e-01	1.39414e-01	1.39414e-01
1.26374e+04	6.88008e-01	1.55996e-01	1.55996e-01
1.28364e+04	6.53125e-01	1.73437e-01	1.73437e-01
1.30354e+04	6.16786e-01	1.91607e-01	1.91607e-01
1.32343e+04	5.79301e-01	2.10349e-01	2.10349e-01
1.34333e+04	5.41030e-01	2.29485e-01	2.29485e-01
1.36323e+04	5.02366e-01	2.48817e-01	2.48817e-01
1.38313e+04	4.63724e-01	2.68138e-01	2.68138e-01
1.40303e+04	4.25528e-01	2.87236e-01	2.87236e-01
1.42293e+04	3.88194e-01	3.05903e-01	3.05903e-01
1.44283e+04	3.52109e-01	3.23946e-01	3.23946e-01
1.46273e+04	3.17619e-01	3.41190e-01	3.41190e-01
1.48263e+04	2.85015e-01	3.57492e-01	3.57492e-01
1.50253e+04	2.54521e-01	3.72739e-01	3.72739e-01
1.52242e+04	2.26290e-01	3.86855e-01	3.86855e-01
1.54232e+04	2.00404e-01	3.99798e-01	3.99798e-01
1.56222e+04	1.76881e-01	4.11559e-01	4.11559e-01
1.58212e+04	1.55678e-01	4.22161e-01	4.22161e-01
1.60202e+04	1.36704e-01	4.31648e-01	4.31648e-01
1.62192e+04	1.19835e-01	4.40083e-01	4.40083e-01
1.64182e+04	1.04918e-01	4.47541e-01	4.47541e-01
1.66172e+04	9.17901e-02	4.54105e-01	4.54105e-01
1.68162e+04	8.02796e-02	4.59860e-01	4.59860e-01
1.70152e+04	7.02180e-02	4.64891e-01	4.64891e-01
1.72141e+04	6.14434e-02	4.69278e-01	4.69278e-01
1.74131e+04	5.38038e-02	4.73098e-01	4.73098e-01
1.76121e+04	4.71598e-02	4.76420e-01	4.76420e-01
1.78111e+04	4.13852e-02	4.79307e-01	4.79307e-01
1.80101e+04	3.63671e-02	4.81816e-01	4.81816e-01
1.82091e+04	3.20054e-02	4.83997e-01	4.83997e-01
1.84081e+04	2.82124e-02	4.85894e-01	4.85894e-01
1.86071e+04	2.49114e-02	4.87544e-01	4.87544e-01
